Memgraph		10	1	0.0228	LIMIT1
Memgraph		10	2	0.2001	LIMIT1
Memgraph		10	4	0.0509	LIMIT1
Memgraph		10	5	0.0117	LIMIT1
Memgraph		10	6	0.0032	LIMIT1
Memgraph		10	1	0.0238	LIMIT1
Memgraph		10	2	0.1917	LIMIT1
Memgraph		10	4	0.0541	LIMIT1
Memgraph		10	5	0.0106	LIMIT1
Memgraph		10	6	0.0051	LIMIT1
Memgraph		10	1	0.0187	LIMIT1
Memgraph		10	2	0.1889	LIMIT1
Memgraph		10	4	0.0534	LIMIT1
Memgraph		10	5	0.0086	LIMIT1
Memgraph		10	6	0.0061	LIMIT1
Memgraph		10	1	0.0134	LIMIT1
Memgraph		10	2	0.1952	LIMIT1
Memgraph		10	4	0.0477	LIMIT1
Memgraph		10	5	0.0113	LIMIT1
Memgraph		10	6	0.0028	LIMIT1
Memgraph		10	1	0.0154	LIMIT1
Memgraph		10	2	0.1981	LIMIT1
Memgraph		10	4	0.0476	LIMIT1
Memgraph		10	5	0.0113	LIMIT1
Memgraph		10	6	0.0028	LIMIT1
Memgraph		10	1	0.0150	LIMIT1
Memgraph		10	2	0.1880	LIMIT1
Memgraph		10	4	0.0516	LIMIT1
Memgraph		10	5	0.0055	LIMIT1
Memgraph		10	6	0.0057	LIMIT1
Umbra		10	1	37.7701	LIMIT1
Umbra		10	2	2.2411	LIMIT1
Umbra		10	3	0.1860	LIMIT1
Umbra		10	4	14.9099	LIMIT1
Umbra		10	5	2.5097	LIMIT1
Umbra		10	6	0.4598	LIMIT1
Umbra		10	7	13.7471	LIMIT1
Umbra		10	8	7.3692	LIMIT1
Umbra		10	9	34.4165	LIMIT1
Umbra		10	1	1.9803	LIMIT1
Umbra		10	2	0.4671	LIMIT1
Umbra		10	3	0.1617	LIMIT1
Umbra		10	4	5.0287	LIMIT1
Umbra		10	5	2.4415	LIMIT1
Umbra		10	6	0.0458	LIMIT1
Umbra		10	7	6.2965	LIMIT1
Umbra		10	8	7.3366	LIMIT1
Umbra		10	9	32.2381	LIMIT1
Umbra		10	1	1.8847	LIMIT1
Umbra		10	2	0.4669	LIMIT1
Umbra		10	3	0.1620	LIMIT1
Umbra		10	4	5.0312	LIMIT1
Umbra		10	5	2.4405	LIMIT1
Umbra		10	6	0.0458	LIMIT1
Umbra		10	7	6.2769	LIMIT1
Umbra		10	8	7.3175	LIMIT1
Umbra		10	9	32.2863	LIMIT1
Umbra		10	1	1.8851	LIMIT1
Umbra		10	2	0.4700	LIMIT1
Umbra		10	3	0.1623	LIMIT1
Umbra		10	4	5.0392	LIMIT1
Umbra		10	5	2.4385	LIMIT1
Umbra		10	6	0.0482	LIMIT1
Umbra		10	7	6.2800	LIMIT1
Umbra		10	8	7.3160	LIMIT1
Umbra		10	9	32.2944	LIMIT1
Umbra		10	1	1.9109	LIMIT1
Umbra		10	2	0.4811	LIMIT1
Umbra		10	3	0.1618	LIMIT1
Umbra		10	4	5.0248	LIMIT1
Umbra		10	5	2.4339	LIMIT1
Umbra		10	6	0.0475	LIMIT1
Umbra		10	7	6.2758	LIMIT1
Umbra		10	8	7.3189	LIMIT1
Umbra		10	9	32.3053	LIMIT1
Umbra		10	1	1.9043	LIMIT1
Umbra		10	2	0.4861	LIMIT1
Umbra		10	3	0.1624	LIMIT1
Umbra		10	4	5.0202	LIMIT1
Umbra		10	5	2.4323	LIMIT1
Umbra		10	6	0.0458	LIMIT1
Umbra		10	7	6.2769	LIMIT1
Umbra		10	8	7.3339	LIMIT1
Umbra		10	9	32.2879	LIMIT1
DuckDB-1.5.1	1 threads	10	1	3.1305	LIMIT1
DuckDB-1.5.1	1 threads	10	2	0.4575	LIMIT1
DuckDB-1.5.1	1 threads	10	3	0.3014	LIMIT1
DuckDB-1.5.1	1 threads	10	4	5.1911	LIMIT1
DuckDB-1.5.1	1 threads	10	5	3.1730	LIMIT1
DuckDB-1.5.1	1 threads	10	6	0.1159	LIMIT1
DuckDB-1.5.1	1 threads	10	1	3.1307	LIMIT1
DuckDB-1.5.1	1 threads	10	2	0.4591	LIMIT1
DuckDB-1.5.1	1 threads	10	3	0.3020	LIMIT1
DuckDB-1.5.1	1 threads	10	4	5.1868	LIMIT1
DuckDB-1.5.1	1 threads	10	5	3.2272	LIMIT1
DuckDB-1.5.1	1 threads	10	6	0.1418	LIMIT1
DuckDB-1.5.1	1 threads	10	1	3.0956	LIMIT1
DuckDB-1.5.1	1 threads	10	2	0.4441	LIMIT1
DuckDB-1.5.1	1 threads	10	3	0.3013	LIMIT1
DuckDB-1.5.1	1 threads	10	4	5.1939	LIMIT1
DuckDB-1.5.1	1 threads	10	5	3.1791	LIMIT1
DuckDB-1.5.1	1 threads	10	6	0.1371	LIMIT1
DuckDB-1.5.1	1 threads	10	1	3.1341	LIMIT1
DuckDB-1.5.1	1 threads	10	2	0.4505	LIMIT1
DuckDB-1.5.1	1 threads	10	3	0.3001	LIMIT1
DuckDB-1.5.1	1 threads	10	4	5.2011	LIMIT1
DuckDB-1.5.1	1 threads	10	5	3.1905	LIMIT1
DuckDB-1.5.1	1 threads	10	6	0.1365	LIMIT1
DuckDB-1.5.1	1 threads	10	1	3.0861	LIMIT1
DuckDB-1.5.1	1 threads	10	2	0.4552	LIMIT1
DuckDB-1.5.1	1 threads	10	3	0.2990	LIMIT1
DuckDB-1.5.1	1 threads	10	4	5.2010	LIMIT1
DuckDB-1.5.1	1 threads	10	5	3.1981	LIMIT1
DuckDB-1.5.1	1 threads	10	6	0.1408	LIMIT1
DuckDB-1.5.1	1 threads	10	1	3.0987	LIMIT1
DuckDB-1.5.1	1 threads	10	2	0.4509	LIMIT1
DuckDB-1.5.1	1 threads	10	3	0.3057	LIMIT1
DuckDB-1.5.1	1 threads	10	4	5.1985	LIMIT1
DuckDB-1.5.1	1 threads	10	5	3.2156	LIMIT1
DuckDB-1.5.1	1 threads	10	6	0.1364	LIMIT1
Neo4j-6.1.0		10	1	0.9456	LIMIT
Neo4j-6.1.0		10	2	0.2700	LIMIT
Neo4j-6.1.0		10	4	0.0966	LIMIT
Neo4j-6.1.0		10	5	0.0941	LIMIT
Neo4j-6.1.0		10	6	0.0716	LIMIT
Neo4j-6.1.0		10	1	0.0695	LIMIT
Neo4j-6.1.0		10	2	0.0367	LIMIT
Neo4j-6.1.0		10	4	0.0417	LIMIT
Neo4j-6.1.0		10	5	0.0415	LIMIT
Neo4j-6.1.0		10	6	0.0276	LIMIT
Neo4j-6.1.0		10	1	0.0514	LIMIT
Neo4j-6.1.0		10	2	0.0304	LIMIT
Neo4j-6.1.0		10	4	0.0349	LIMIT
Neo4j-6.1.0		10	5	0.0321	LIMIT
Neo4j-6.1.0		10	6	0.0295	LIMIT
Neo4j-6.1.0		10	1	0.0551	LIMIT
Neo4j-6.1.0		10	2	0.0317	LIMIT
Neo4j-6.1.0		10	4	0.0348	LIMIT
Neo4j-6.1.0		10	5	0.0332	LIMIT
Neo4j-6.1.0		10	6	0.0265	LIMIT
Neo4j-6.1.0		10	1	0.0528	LIMIT
Neo4j-6.1.0		10	2	0.0308	LIMIT
Neo4j-6.1.0		10	4	0.0341	LIMIT
Neo4j-6.1.0		10	5	0.0315	LIMIT
Neo4j-6.1.0		10	6	0.0267	LIMIT
Neo4j-6.1.0		10	1	0.0523	LIMIT
Neo4j-6.1.0		10	2	0.0308	LIMIT
Neo4j-6.1.0		10	4	0.0339	LIMIT
Neo4j-6.1.0		10	5	0.0315	LIMIT
Neo4j-6.1.0		10	6	0.0261	LIMIT
KuzuDB-0.11.3	1 threads	10	1	10.7578	1000
KuzuDB-0.11.3	1 threads	10	2	1.3811	1000
KuzuDB-0.11.3	1 threads	10	3	113.8321	1000
KuzuDB-0.11.3	1 threads	10	4	2.2411	1000
KuzuDB-0.11.3	1 threads	10	5	2.7515	1000
KuzuDB-0.11.3	1 threads	10	6	0.0649	1000
KuzuDB-0.11.3	1 threads	10	1	11.8286	1000
KuzuDB-0.11.3	1 threads	10	2	1.3955	1000
KuzuDB-0.11.3	1 threads	10	3	116.1904	1000
KuzuDB-0.11.3	1 threads	10	4	2.3034	1000
KuzuDB-0.11.3	1 threads	10	5	2.8177	1000
KuzuDB-0.11.3	1 threads	10	6	0.0663	1000
KuzuDB-0.11.3	1 threads	10	1	11.3471	1000
KuzuDB-0.11.3	1 threads	10	2	1.3972	1000
KuzuDB-0.11.3	1 threads	10	3	114.5679	1000
KuzuDB-0.11.3	1 threads	10	4	2.2530	1000
KuzuDB-0.11.3	1 threads	10	5	2.7596	1000
KuzuDB-0.11.3	1 threads	10	6	0.0649	1000
KuzuDB-0.11.3	1 threads	10	1	11.8512	1000
KuzuDB-0.11.3	1 threads	10	2	1.4277	1000
KuzuDB-0.11.3	1 threads	10	3	117.9903	1000
KuzuDB-0.11.3	1 threads	10	4	2.3202	1000
KuzuDB-0.11.3	1 threads	10	5	2.8035	1000
KuzuDB-0.11.3	1 threads	10	6	0.0661	1000
KuzuDB-0.11.3	1 threads	10	1	10.9859	1000
KuzuDB-0.11.3	1 threads	10	2	1.3866	1000
KuzuDB-0.11.3	1 threads	10	3	116.1010	1000
KuzuDB-0.11.3	1 threads	10	4	2.2734	1000
KuzuDB-0.11.3	1 threads	10	5	2.7769	1000
KuzuDB-0.11.3	1 threads	10	6	0.0649	1000
KuzuDB-0.11.3	1 threads	10	1	11.1917	1000
KuzuDB-0.11.3	1 threads	10	2	1.4237	1000
KuzuDB-0.11.3	1 threads	10	3	115.4196	1000
KuzuDB-0.11.3	1 threads	10	4	2.2459	1000
KuzuDB-0.11.3	1 threads	10	5	2.7671	1000
KuzuDB-0.11.3	1 threads	10	6	0.0633	1000
