0;1000;92000000;80000000
1;1000;9120000000;7488000000
2;1000;16000000;16000000
3;1000;316000000;228000000
4;1000;8392000000;7856000000
5;57;17796000000;16808000000
6;1000;348000000;332000000
7;1000;840000000;752000000
8;1000;1404000000;1172000000
9;1000;20000000;20000000
10;1000;460000000;440000000
11;1000;68000000;64000000
12;1000;6500000000;6396000000
13;57;19952000000;19164000000
14;1000;24000000;20000000
15;1000;72000000;44000000
16;1000;992000000;816000000
17;1000;12000000;12000000
18;1000;448000000;436000000
19;1000;1840000000;1728000000
20;0;80000000;68000000
21;1000;16000000;12000000
22;1000;75592000000;74020000000
23;1000;52000000;28000000
24;1000;48000000;32000000
25;1000;32000000;24000000
26;1000;32000000;28000000
27;1000;16000000;12000000
28;1000;12000000;12000000
29;1000;4000000;0
30;1000;344000000;260000000
31;1000;1524000000;1404000000
32;1000;12000000;12000000
33;1000;24000000;20000000
34;1000;64000000;44000000
35;1000;52000000;44000000
36;183;231108000000;227192000000
37;1000;156000000;128000000
38;1000;40000000;16000000
39;1000;20000000;12000000
40;1000;72000000;68000000
41;1000;36000000;36000000
42;1000;32000000;32000000
43;1000;244000000;184000000
44;8;640000000;596000000
45;1000;136000000;104000000
46;229;644000000;636000000
47;0;8000000;0
48;71;756000000;752000000
49;1000;20000000;16000000
50;1000;40000000;32000000
51;1000;64000000;52000000
52;1000;40000000;40000000
53;1000;40000000;36000000
54;1000;12000000;12000000
55;1000;92000000;60000000
56;1000;304000000;256000000
57;0;812000000;784000000
58;83;608000000;608000000
59;79;608000000;608000000
60;1000;28000000;24000000
61;1000;20000000;20000000
62;95;24000000;20000000
63;1000;8000000;0
64;1000;56000000;44000000
65;1000;28000000;24000000
66;0;28000000;20000000
67;0;28000000;16000000
68;28;20000000;12000000
69;20;48000000;36000000
70;1000;28000000;28000000
71;1000;52000000;36000000
72;1000;456000000;372000000
73;1000;360000000;324000000
74;1000;80000000;76000000
75;1000;32000000;24000000
76;1000;16000000;16000000
77;1000;12000000;12000000
78;1000;28000000;28000000
79;1000;4000000;0
80;1000;40000000;28000000
81;1000;32000000;32000000
82;1000;20000000;16000000
83;25;8000000;4000000
84;200;426116000000;419272000000
85;398;328280000000;322524000000
86;692;442048000000;435124000000
87;1000;12000000;12000000
88;1000;120000000;60000000
89;1000;12000000;12000000
90;1000;84000000;52000000
91;23;8000000;4000000
92;1000;364000000;256000000
93;1000;172000000;172000000
94;1000;8000000;8000000
95;1000;12000000;8000000
96;1000;48000000;28000000
97;1000;12000000;12000000
98;1000;64000000;32000000
99;1000;8000000;4000000
100;1000;52000000;32000000
101;1000;204000000;124000000
102;1000;64000000;52000000
103;1000;92000000;84000000
104;41;32000000;28000000
105;1000;24000000;24000000
106;1000;20000000;20000000
107;1000;20000000;20000000
108;1000;8000000;8000000
109;0;0;0
110;1000;76000000;64000000
111;1000;60000000;60000000
